eq,cry,deff,wd,avg,pos,avg_is,pos_is,avg_oos,pos_oos
0.48,0.34,0.13,0.12,0.018090103518295386,0.6881720430107527,0.019564408337180435,0.7083333333333334,0.016517511711484665,0.6666666666666666
0.48,0.34,0.16,0.0,0.016160187711341593,0.7096774193548387,0.016576122462250636,0.7083333333333334,0.015716523977038616,0.7111111111111111
0.48,0.34,0.16,0.04,0.01671214780864712,0.7204301075268817,0.017426999518576586,0.7291666666666666,0.01594963931805569,0.7111111111111111
0.48,0.34,0.16,0.08,0.017232855369478293,0.7096774193548387,0.01824186804518964,0.7083333333333334,0.016156575182052844,0.7111111111111111
0.48,0.34,0.16,0.12,0.017754108060482162,0.6881720430107527,0.019069725029394816,0.7083333333333334,0.016350783293641997,0.6666666666666666
0.48,0.34,0.19,0.0,0.015895132570723752,0.7204301075268817,0.01618657553528885,0.7291666666666666,0.01558426007518764,0.7111111111111111
0.48,0.34,0.19,0.04,0.016420156268550413,0.7204301075268817,0.01700199814979139,0.7291666666666666,0.015799524928560033,0.7111111111111111
0.48,0.34,0.19,0.08,0.01698663936560657,0.7096774193548387,0.017911998324731514,0.7083333333333334,0.015999589809206627,0.7111111111111111
0.48,0.34,0.19,0.12,0.01743841757897121,0.6774193548387096,0.018639334813714107,0.6875,0.016157439195245454,0.6666666666666666
0.52,0.22,0.1,0.0,0.015326620496091634,0.7204301075268817,0.015350477919648243,0.7083333333333334,0.015301172577631254,0.7333333333333333
0.52,0.22,0.1,0.04,0.015998274011008833,0.7311827956989247,0.01638218901619966,0.7083333333333334,0.01558876467213862,0.7555555555555555
0.52,0.22,0.1,0.08,0.016621611711537646,0.7204301075268817,0.017346896983256914,0.7083333333333334,0.015847974088370426,0.7333333333333333
0.52,0.22,0.1,0.12,0.01716600332308028,0.7096774193548387,0.01818054245848007,0.7083333333333334,0.0160838282453205,0.7111111111111111
0.52,0.22,0.13,0.0,0.0150925201220625,0.7311827956989247,0.015038799947329711,0.7083333333333334,0.015149821641777477,0.7555555555555555
0.52,0.22,0.13,0.04,0.015733051747676564,0.7311827956989247,0.01601747469130147,0.7083333333333334,0.015429667274476665,0.7555555555555555
0.52,0.22,0.13,0.08,0.016295421372495067,0.7204301075268817,0.016879739406376562,0.7083333333333334,0.015672148803021466,0.7333333333333333
0.52,0.22,0.13,0.12,0.01691479042082882,0.7311827956989247,0.017802682618009245,0.7291666666666666,0.015967705410503026,0.7333333333333333
0.52,0.22,0.16,0.0,0.014868978738854484,0.7311827956989247,0.014719912078129213,0.7083333333333334,0.01502798317696144,0.7555555555555555
0.52,0.22,0.16,0.04,0.015484597945849936,0.7311827956989247,0.01565664080923145,0.7083333333333334,0.015301085558242986,0.7555555555555555
0.52,0.22,0.16,0.08,0.016015188944675747,0.7419354838709677,0.016456587469595666,0.7291666666666666,0.015544363851427836,0.7555555555555555
0.52,0.22,0.16,0.12,0.01651798385490999,0.7204301075268817,0.01721244120401668,0.7083333333333334,0.015777229349196183,0.7333333333333333
0.52,0.22,0.19,0.0,0.014551561246830139,0.7419354838709677,0.014289134216328596,0.7083333333333334,0.014831483412698448,0.7777777777777778
0.52,0.22,0.19,0.04,0.015140577325097186,0.7526881720430108,0.015183109803457925,0.7291666666666666,0.015095209348179067,0.7777777777777778
0.52,0.22,0.19,0.08,0.0156835852335695,0.7526881720430108,0.015919236183706966,0.7291666666666666,0.015432224220089543,0.7777777777777778
0.52,0.22,0.19,0.12,0.016147813275822893,0.7204301075268817,0.016653382245093044,0.7083333333333334,0.015608539708601397,0.7333333333333333
0.52,0.26,0.1,0.0,0.01575143651433136,0.7419354838709677,0.015902798070704643,0.7291666666666666,0.01558998418753319,0.7555555555555555
0.52,0.26,0.1,0.04,0.016306712004684382,0.7311827956989247,0.01681734356008625,0.7291666666666666,0.015762038345589056,0.7333333333333333
0.52,0.26,0.1,0.08,0.016904193379756374,0.7096774193548387,0.01770957457586489,0.7083333333333334,0.016045120103907292,0.7111111111111111
0.52,0.26,0.1,0.12,0.01744625016115912,0.6989247311827957,0.018580453113280975,0.7083333333333334,0.01623643367889581,0.6888888888888889
0.52,0.26,0.13,0.0,0.015554682708503745,0.7419354838709677,0.01564082035706586,0.7291666666666666,0.01546280255003749,0.7555555555555555
0.52,0.26,0.13,0.04,0.016145396894536878,0.7419354838709677,0.0165621578911422,0.7291666666666666,0.0157008518314912,0.7555555555555555
0.52,0.26,0.13,0.08,0.016663560225095148,0.7204301075268817,0.01735011221919696,0.7083333333333334,0.01593123809805322,0.7333333333333333
0.52,0.26,0.13,0.12,0.017168385662925095,0.6989247311827957,0.018283863677708373,0.6875,0.015978542447156262,0.7111111111111111
0.52,0.26,0.16,0.0,0.015335604295666124,0.7419354838709677,0.015295862614602564,0.7291666666666666,0.015377995422133922,0.7555555555555555
0.52,0.26,0.16,0.04,0.01590109775978246,0.7419354838709677,0.016180953070333032,0.7291666666666666,0.015602585428528517,0.7555555555555555
0.52,0.26,0.16,0.08,0.016384239670636524,0.7311827956989247,0.016935197175552422,0.7083333333333334,0.0157965516653929,0.7555555555555555
0.52,0.26,0.16,0.12,0.016865269099934875,0.7096774193548387,0.01775126250107015,0.6875,0.01592020947205725,0.7333333333333333
0.52,0.26,0.19,0.0,0.014979916747221619,0.7526881720430108,0.01484568963312169,0.7291666666666666,0.01512309233559488,0.7777777777777778
0.52,0.26,0.19,0.04,0.015595145672862553,0.7419354838709677,0.01572484539967966,0.7291666666666666,0.015456799297590975,0.7555555555555555
0.52,0.26,0.19,0.08,0.01606631074050831,0.7311827956989247,0.01644909163307116,0.7083333333333334,0.01565801112177461,0.7555555555555555
0.52,0.26,0.19,0.12,0.016534330845192256,0.7096774193548387,0.01722272892001692,0.6875,0.015800039565379283,0.7333333333333333
0.52,0.3,0.1,0.0,0.01611505374420353,0.7419354838709677,0.01640278987739827,0.75,0.01580813520212914,0.7333333333333333
0.52,0.3,0.1,0.04,0.016578465760437783,0.7311827956989247,0.017186415841080056,0.7291666666666666,0.015929985674419358,0.7333333333333333
0.52,0.3,0.1,0.08,0.017226535647905866,0.7204301075268817,0.018101606035674005,0.7291666666666666,0.016293127234286515,0.7111111111111111
0.52,0.3,0.1,0.12,0.017790420573879435,0.6881720430107527,0.018969213953967924,0.6875,0.016533040968451717,0.6888888888888889
