,equity_core,btc_trend,defensive,wd_mom
2024-02-04,4.564250061091982e-20,-0.004223701162266783,,-0.005411818585271978
2024-02-05,0.0007743728825715877,-0.011916593855948785,-0.01085503191678167,0.002174437674498954
2024-02-06,-0.0005831160930816158,0.0058687288473697995,,0.010871387170897672
2024-02-07,0.006272183067780331,0.003331507055433044,,-0.0028813048661046484
2024-02-08,0.0028421011369105745,0.02044957907488473,-0.001468950477256506,0.01732665049499704
2024-02-09,0.0001238847996219798,0.013117991823216922,-0.001036284961403662,-0.005626963527826901
2024-02-10,4.564250061091982e-20,0.024849197387110663,8.328427184731657e-05,0.013020282010218445
2024-02-11,4.564250061091982e-20,0.009433763735567893,8.328427184731657e-05,0.016583605181954075
2024-02-12,0.0005465372634898833,0.0023841012371062726,-0.00323562502009814,0.005858855862777224
2024-02-13,-0.005875920286338743,0.026750823544969965,0.0004311325368196896,0.016334052560118467
2024-02-14,0.000728416156816522,-0.016295808041806272,-0.0007714853901791025,-0.01054456948743144
2024-02-15,0.004419408796562299,0.0365992370331268,-0.00011017188693185012,0.030456992210490804
2024-02-16,0.007328252520505211,0.01414267899011882,0.0021925985320539534,-0.010651384854436516
2024-02-17,3.529926124823925e-07,-0.0023670708224425474,1.2172748321457326e-05,-0.012583729175235776
2024-02-18,3.529926124823925e-07,-0.007772184710872238,1.2172748321457326e-05,0.00014793485183994885
2024-02-19,3.529926124823925e-07,0.011064541365322709,1.2172748321457326e-05,0.005781821986178207
2024-02-20,-0.005723645019230477,0.006380687445271101,,-0.008579073793595246
2024-02-21,-0.0011803590902243791,-0.008441287197319685,,-0.009417723560493562
2024-02-22,0.011103926548942593,-0.007869060345866756,0.0007084101443614733,-0.013846048529555899
2024-02-23,0.008711925542944653,-0.007770388191282929,,-0.01216878892226001
2024-02-24,4.7264566161476955e-07,-0.008020695869997471,,-0.008737540394333474
2024-02-25,4.7264566161476955e-07,0.019992910090572816,,0.009984279486238817
2024-02-26,0.0010668536317987615,0.006146545822105762,,0.016639858484258082
