,ret_net,ret_gross,nav_net,gross_exposure
2014-09-11,-0.0007850982758329559,-0.0007842629039580937,1.7296036058814834,0.9993378485676647
2014-09-12,0.0011672905553254296,0.0011687883597495388,1.7316225558350857,0.9982543279130618
2014-09-15,-0.004641483425848782,-0.004641338166189671,1.7235852584423512,0.9980400323556788
2014-09-16,-0.001686876816007365,-0.0016857717055418103,1.7206777824294728,0.9983590259190779
2014-09-17,0.006333800212462983,0.00633462805802204,1.7315762117334048,0.9970908242072247
2014-09-18,0.002772742910658753,0.0027754100743688963,1.736377427398754,0.9966315873709687
2014-09-19,0.005837409106089878,0.005840177655589593,1.7465133728050606,0.9983569154363252
2014-09-22,-0.0036317358331627303,-0.003630029362843577,1.7401704976059464,0.9991141570357644
2014-09-23,-0.006753490781726121,-0.006753264461042217,1.728418272191733,0.9999999999999998
2014-09-24,-0.0008278872199476868,-0.0008269708749617325,1.7269873367934614,0.9990112875911348
2014-09-25,0.004780097689974027,0.004783293573547392,1.7352425049726823,0.9971798099874366
